,clean_acc,Linf_acc,L2_acc,L1_acc,common_acc,sum,geom,model_size,backbone,dataset,loss_function,model_type
336,0.569,0.491,0.512,0.528,0.522,2.622,0.03942467710156801,1,robust_convnext_tiny,caltech101,CLASSIC_AT,fully convolutional
337,,,,,,,,1,robust_deit_small_patch16_224,caltech101,CLASSIC_AT,fully attention
338,0.345,0.234,0.21733333333333332,0.184,0.287,1.2673333333333332,0.0009265332585599999,1,vit_small_patch16_224.augreg_in1k,caltech101,CLASSIC_AT,fully attention
339,0.464,0.38,0.43,0.436,0.42933333333333334,2.139333333333333,0.014192245998933333,1,convnext_tiny.fb_in22k,caltech101,CLASSIC_AT,fully convolutional
340,0.701,0.498,0.558,0.46,0.584,2.801,0.052330181189759996,2,vit_base_patch16_clip_224.laion2b_ft_in1k,caltech101,CLASSIC_AT,fully attention
341,0.886,0.709,0.783,0.73,0.787,3.895,0.28257862763142,2,vit_base_patch16_224.augreg_in21k_ft_in1k,caltech101,CLASSIC_AT,fully attention
342,0.843,0.614,0.706,0.6333333333333333,0.7186666666666667,3.5149999999999997,0.16632613466186666,1,vit_small_patch16_224.augreg_in21k_ft_in1k,caltech101,CLASSIC_AT,fully attention
343,,,,,,,,2,eva02_base_patch14_224.mim_in22k,caltech101,CLASSIC_AT,fully attention
344,0.568,0.426,0.49,0.439,0.4706666666666667,2.393666666666667,0.024498075969919996,1,eva02_tiny_patch14_224.mim_in22k,caltech101,CLASSIC_AT,fully attention
345,0.937,0.792,,,,,,2,swin_base_patch4_window7_224.ms_in22k_ft_in1k,caltech101,CLASSIC_AT,fully attention
346,0.884,0.709,0.7893333333333333,0.746,0.7586666666666667,3.887,0.27999403163670755,1,swin_tiny_patch4_window7_224.ms_in1k,caltech101,CLASSIC_AT,fully attention
347,0.914,0.787,,,,,,2,convnext_base.clip_laion2b_augreg_ft_in12k_in1k,caltech101,CLASSIC_AT,fully convolutional
348,0.9586666666666667,0.8186666666666667,,,,,,2,convnext_base.fb_in22k_ft_in1k,caltech101,CLASSIC_AT,fully convolutional
349,0.9053333333333333,0.7653333333333333,0.8293333333333334,0.8,0.812,4.112,0.3732796183589926,1,convnext_tiny.fb_in22k_ft_in1k,caltech101,CLASSIC_AT,fully convolutional
350,0.856,0.675,0.75,0.7133333333333334,0.74,3.7343333333333337,0.22875102000000003,1,coatnet_0_rw_224.sw_in1k,caltech101,CLASSIC_AT,hybrid
351,,,,,,,,2,coatnet_2_rw_224.sw_in12k_ft_in1k,caltech101,CLASSIC_AT,hybrid
352,,,,,,,,2,coatnet_2_rw_224.sw_in12k,caltech101,CLASSIC_AT,hybrid
360,0.188,0.072,0.082,0.038,0.171,0.551,7.212468096e-06,2,CLIP-convnext_base_w-laion_aesthetic-s13B-b82K,fgvc-aircraft-2013b,CLASSIC_AT,fully convolutional
361,0.342,0.172,0.178,0.082,0.291,1.065,0.000249851175264,2,CLIP-convnext_base_w-laion2B-s13B-b82K,fgvc-aircraft-2013b,CLASSIC_AT,fully convolutional
