dataset,,,,,,,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,caltech101,caltech101,caltech101,caltech101,caltech101,caltech101,caltech101,caltech101,caltech101,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset
metric,,,,,,,borda,nan_geom_cnt,nan_sum_cnt,rank_borda,rank_geom,rank_sum,score_geom,score_sum,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data
backbone,backbone_name,loss_function,pre_training_strategy,model_type,model_size,ft_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coatnet_0_rw_224.sw_in1k,"coatnet_0,sup,in1k",TRADES_v2,supervised,hybrid,medium,FFT (50 epochs),3337.0,0,0,37.0,27.0,30.0,0.6206501474601915,13.198714285714287,0.731,0.791,0.7346666666666667,553.0,0.88,0.764,0.28560133071829336,3.900666666666667,1281167,0.04,0.174,0.195,676.0,0.506,0.425,0.00029186586,1.34,1281167,0.0,0.0,0.0,214.0,0.53,0.291,0.0,0.821,1281167,0.158,0.071,0.013,540.0,0.777,0.571,6.4701733278e-05,1.5899999999999999,1281167,0.05466666666666667,0.22266666666666668,0.224,638.0,0.564,0.446,0.0006858668018346667,1.5113333333333332,1281167,0.7404761904761905,0.8444444444444444,0.7404761904761905,716.0,0.9547619047619048,0.7555555555555555,0.33400638234678554,4.0357142857142865,1281167
eva02_base_patch14_224.mim_in22k,"eva02_b,mim,ink22k",CLASSIC_AT,self-supervised,fully attention,large,FFT (50 epochs),3729.0,0,0,27.0,10.0,31.0,0.8323223271388702,13.163380952380951,0.81,0.843,0.783,655.0,0.922,0.805,0.39682694811690006,4.163,14197122,0.024,0.06266666666666666,0.068,573.0,0.172,0.153,2.6913899519999997e-06,0.4796666666666667,14197122,0.422,0.571,0.512,703.0,0.773,0.67,0.06389587426304,2.948,14197122,0.103,0.13,0.07733333333333334,520.0,0.28,0.255,7.393422400000001e-05,0.8453333333333334,14197122,0.036,0.09333333333333334,0.077,552.0,0.222,0.18,1.03384512e-05,0.6083333333333333,14197122,0.7428571428571429,0.8698412698412699,0.7595238095238095,726.0,0.95,0.7968253968253968,0.37151254069377815,4.119047619047619,14197122
convnext_tiny.fb_in22k,"convnext_t,sup,in22k",CLASSIC_AT,supervised,fully convolutional,medium,FFT (50 epochs),3636.0,0,0,31.0,33.0,32.0,0.5346125769294301,13.121666666666666,0.436,0.43,0.38,348.0,0.464,0.42933333333333334,0.014192245998933333,2.139333333333333,14197122,0.055,0.064,0.04666666666666667,568.0,0.12,0.089,1.7543679999999998e-06,0.3746666666666667,14197122,0.594,0.635,0.54,733.0,0.807,0.6853333333333333,0.1126495134864,3.2613333333333334,14197122,0.20533333333333334,0.256,0.13733333333333334,566.0,0.4226666666666667,0.338,0.001031312028709926,1.3593333333333335,14197122,0.14133333333333334,0.31066666666666665,0.2773333333333333,682.0,0.6013333333333334,0.473,0.003463520402748049,1.8036666666666665,14197122,0.7880952380952381,0.8809523809523809,0.7642857142857142,739.0,0.95,0.8,0.40327423064463874,4.183333333333333,14197122
edgenext_small.usi_in1k,"edgenetx_s,sup,in1k",CLASSIC_AT,supervised,hybrid,small,FFT (50 epochs),3653.0,0,0,30.0,25.0,33.0,0.6368482051366793,12.877714285714285,0.781,0.813,0.736,615.0,0.911,0.811,0.345269825263968,4.0520000000000005,1281167,0.019,0.034,0.024,511.0,0.086,0.081,1.08000864e-07,0.244,1281167,0.221,0.16,0.076,573.0,0.376,0.32,0.00032334315520000007,1.153,1281167,0.16533333333333333,0.339,0.258,632.0,0.734,0.58,0.00615607467648,2.0763333333333334,1281167,0.099,0.212,0.17733333333333334,637.0,0.54,0.405,0.0008139734064000002,1.4333333333333333,1281167,0.7976190476190477,0.8023809523809524,0.6309523809523809,685.0,0.9357142857142857,0.7523809523809524,0.2842848806337674,3.9190476190476193,1281167
vit_base_patch16_clip_224.laion2b,"vit_b,clip,laion2b",TRADES_v2,self-supervised (multimodal),fully attention,large,FFT (50 epochs),3602.0,0,0,33.0,42.0,34.0,0.42803850364132107,12.831396825396824,0.7573333333333333,0.829,0.765,633.0,0.921,0.824,0.3644935771737599,4.096333333333333,2320000000,0.007,0.06,0.129,566.0,0.391,0.3,6.355314000000001e-06,0.887,2320000000,0.341,0.5493333333333333,0.478,704.0,0.806,0.692,0.04994124496580267,2.8663333333333334,2320000000,0.077,0.33866666666666667,0.304,651.0,0.786,0.656,0.004087550652416,2.1616666666666666,2320000000,0.075,0.43066666666666664,0.5,761.0,0.827,0.712,0.009509507599999998,2.5446666666666666,2320000000,0.023809523809523808,0.030952380952380953,0.05,287.0,0.0880952380952381,0.08253968253968254,2.6793534244133534e-07,0.2753968253968254,2320000000
vit_base_patch16_224.augreg_in1k,"vit_b,sup,in1k",TRADES_v2,supervised,fully attention,large,FFT (50 epochs),3556.0,0,0,34.0,36.0,35.0,0.5264264438117527,12.497777777777777,0.7173333333333334,0.748,0.691,556.0,0.901,0.804,0.26858484094604806,3.8613333333333335,1281167,0.017,0.128,0.155,647.0,0.497,0.43,7.20801088e-05,1.227,1281167,0.041,0.06,0.031,478.0,0.191,0.154,2.24311164e-06,0.477,1281167,0.07,0.258,0.19,586.0,0.712,0.562,0.0013730541216,1.792,1281167,0.028,0.152,0.142,610.0,0.538,0.436,0.00014176163993599998,1.296,1281167,0.680952380952381,0.7952380952380952,0.6349206349206349,679.0,0.9428571428571428,0.7904761904761904,0.25625246388372863,3.844444444444444,1281167
robust_resnet50,"resnet50,rob-sup,in1k",CLASSIC_AT,supervised (robust),fully convolutional,medium,FFT (50 epochs),3352.0,0,0,36.0,70.0,36.0,0.06824446375462256,11.786952380952382,0.156,0.6253333333333333,0.829,587.0,0.957,0.838,0.06485547801532798,3.4053333333333335,1281167,0.004,0.053,0.366,623.0,0.579,0.509,2.2867215912000003e-05,1.5110000000000001,1281167,0.014666666666666666,0.127,0.308,574.0,0.692,0.488,0.00019373664546133332,1.6296666666666666,1281167,0.0,0.05,0.424,501.0,0.815,0.59,0.0,1.879,1281167,0.0,0.084,0.366,540.0,0.694,0.537,0.0,1.681,1281167,0.18095238095238095,0.2857142857142857,0.3,527.0,0.5238095238095238,0.3904761904761905,0.003172381877921236,1.680952380952381,1281167
vit_base_patch16_224.augreg_in1k,"vit_b,sup,in1k",CLASSIC_AT,supervised,fully attention,large,FFT (50 epochs),3333.0,0,0,38.0,34.0,37.0,0.530873093948051,11.306857142857144,0.681,0.756,0.683,527.0,0.877,0.78,0.24053806177128004,3.777,1281167,0.011,0.04933333333333333,0.09733333333333333,584.0,0.352,0.276,5.131525461333333e-06,0.7856666666666666,1281167,0.20266666666666666,0.352,0.313,639.0,0.632,0.536,0.007563994311338666,2.0356666666666667,1281167,0.022,0.036,0.035,381.0,0.062,0.048,8.249471999999999e-08,0.203,1281167,0.011,0.048,0.053,523.0,0.269,0.215,1.61845464e-06,0.596,1281167,0.6857142857142857,0.8095238095238095,0.6928571428571428,679.0,0.9357142857142857,0.7857142857142857,0.28276420539061103,3.90952380952381,1281167
deit_tiny_patch16_224.fb_in1k,"deit_t,sup,in1k",TRADES_v2,supervised,fully attention,small,FFT (50 epochs),2932.0,0,0,50.0,45.0,38.0,0.32517728620170677,11.266238095238098,0.656,0.731,0.657,501.0,0.867,0.745,0.20349884850408,3.656,1281167,0.007,0.065,0.11,579.0,0.478,0.387,9.258549299999998e-06,1.0470000000000002,1281167,0.0,0.0,0.0,187.0,0.302,0.202,0.0,0.504,1281167,0.018,0.162,0.158,516.0,0.681,0.531,0.000166604312808,1.5500000000000003,1281167,0.003,0.099,0.124,520.0,0.5293333333333333,0.392,7.641760895999999e-06,1.1473333333333333,1281167,0.4785714285714286,0.7095238095238096,0.5619047619047619,629.0,0.919047619047619,0.6928571428571428,0.1214949330746228,3.3619047619047624,1281167
robust_deit_small_patch16_224,"deit_s,rob-sup,in1k",CLASSIC_AT,supervised (robust),fully attention,medium,FFT (50 epochs),3376.0,0,0,35.0,15.0,39.0,0.73822284699332,11.169269841269841,0.651,0.858,0.873,697.0,0.95,0.89,0.41228366879699996,4.2219999999999995,1281167,0.005333333333333333,0.014,0.016,419.0,0.06933333333333333,0.051,4.224341333333333e-09,0.15566666666666665,1281167,0.02,0.064,0.09333333333333334,476.0,0.19333333333333333,0.166,3.834083555555556e-06,0.5366666666666667,1281167,0.004,0.131,0.224,476.0,0.476,0.379,2.1175099904e-05,1.214,1281167,0.019,0.10133333333333333,0.12266666666666666,572.0,0.42,0.32,3.1741815466666666e-05,0.9829999999999999,1281167,0.5619047619047619,0.8666666666666667,0.8238095238095238,736.0,0.9547619047619048,0.8507936507936508,0.3258824229730525,4.057936507936508,1281167
vit_base_patch16_224.mae,"vit_b,mae,in1k",TRADES_v2,self-supervised,fully attention,large,FFT (50 epochs),3253.0,0,0,41.0,75.0,40.0,0.053784324656448,10.922761904761904,0.155,0.6,0.759,511.0,0.914,0.8,0.05161321440000001,3.2279999999999998,1281167,0.019,0.17,0.232,679.0,0.564,0.476,0.00020117618304,1.4609999999999999,1281167,0.004,0.07466666666666667,0.09,467.0,0.3,0.249,2.007936e-06,0.7176666666666667,1281167,0.024,0.276,0.293,573.0,0.77,0.595,0.0008891921808,1.958,1281167,0.042,0.264,0.279,670.0,0.641,0.544,0.0010787339566080004,1.7700000000000002,1281167,0.0,0.0,0.2698412698412698,353.0,0.873015873015873,0.6452380952380953,0.0,1.788095238095238,1281167
regnetx_004.pycls_in1k,"regnetx_004,sup,in1k",CLASSIC_AT,supervised,fully convolutional,small,FFT (50 epochs),2978.0,0,0,48.0,40.0,41.0,0.4377868472002056,10.845761904761906,0.568,0.66,0.578,480.0,0.884,0.749,0.14346771863424,3.439,1281167,0.008,0.02,0.02,501.0,0.266,0.23,1.9577600000000002e-07,0.544,1281167,0.064,0.004,0.0,415.0,0.581,0.478,0.0,1.127,1281167,0.016,0.032,0.018666666666666668,411.0,0.504,0.37,1.7822515200000004e-06,0.9406666666666668,1281167,0.003,0.067,0.064,482.0,0.415,0.308,1.64427648e-06,0.857,1281167,0.6928571428571428,0.8,0.7365079365079366,689.0,0.9492063492063492,0.7595238095238095,0.2943155062619656,3.9380952380952383,1281167
vit_base_patch16_224.mae,"vit_b,mae,in1k",CLASSIC_AT,self-supervised,fully attention,large,FFT (50 epochs),3262.0,0,0,40.0,44.0,42.0,0.3253646094844401,10.652857142857142,0.587,0.767,0.692,519.0,0.87,0.7813333333333333,0.21178498420767997,3.697333333333333,1281167,0.024,0.137,0.168,642.0,0.421,0.3586666666666667,8.340924748800002e-05,1.1086666666666667,1281167,0.02666666666666667,0.204,0.336,613.0,0.699,0.588,0.00075126417408,1.8536666666666664,1281167,0.016,0.025,0.03,351.0,0.072,0.071,6.134399999999998e-08,0.21400000000000002,1281167,0.01,0.039,0.041,501.0,0.173,0.14,3.872778000000001e-07,0.403,1281167,0.36666666666666664,0.7047619047619048,0.6333333333333333,636.0,0.9333333333333333,0.7380952380952381,0.11274450323339213,3.376190476190476,1281167
robust_convnext_tiny,"convnext_t,rob-sup,in1k",CLASSIC_AT,supervised (robust),fully convolutional,medium,FFT (50 epochs),3316.0,0,0,39.0,56.0,43.0,0.25775268818718367,10.63004761904762,0.528,0.512,0.491,380.0,0.569,0.522,0.03942467710156801,2.622,1281167,0.057,0.184,0.2,665.0,0.367,0.3253333333333333,0.0002504478464,1.1333333333333333,1281167,0.189,0.463,0.568,690.0,0.774,0.665,0.025583133486959998,2.6590000000000003,1281167,0.058,0.063,0.061,464.0,0.096,0.079,1.6904280960000002e-06,0.35700000000000004,1281167,0.012,0.012,0.013,396.0,0.02,0.016,5.990399999999999e-10,0.073,1281167,0.3619047619047619,0.8119047619047619,0.8380952380952381,721.0,0.9571428571428572,0.8166666666666667,0.19249273872511968,3.7857142857142856,1281167
swin_tiny_patch4_window7_224.ms_in1k,"swin_t,sup,in1k",CLASSIC_AT,supervised,fully attention,medium,FFT (50 epochs),2922.0,0,0,51.0,35.0,44.0,0.5275568429824322,10.30595238095238,0.746,0.7893333333333333,0.709,552.0,0.884,0.7586666666666667,0.27999403163670755,3.887,1281167,0.031,0.079,0.083,595.0,0.233,0.184,8.714462824e-06,0.6100000000000001,1281167,0.0,0.0,0.0,63.0,0.011,0.012,0.0,0.023,1281167,0.14666666666666667,0.29,0.208,595.0,0.669,0.516,0.0030539967743999996,1.8296666666666668,1281167,0.02,0.028,0.019,446.0,0.043,0.032,1.464064e-08,0.14200000000000002,1281167,0.7547619047619047,0.7880952380952381,0.5857142857142857,671.0,0.9357142857142857,0.75,0.24450008546786062,3.814285714285714,1281167
swin_tiny_patch4_window7_224.ms_in1k,"swin_t,sup,in1k",TRADES_v2,supervised,fully attention,medium,FFT (50 epochs),3170.0,0,0,43.0,50.0,45.0,0.3024916872626881,9.993523809523811,0.732,0.793,0.718,572.0,0.902,0.787,0.29586254077723206,3.9320000000000004,1281167,0.034,0.177,0.208,684.0,0.558,0.469,0.000327583908288,1.4460000000000002,1281167,0.052,0.076,0.071,499.0,0.206,0.174,1.0057539647999996e-05,0.579,1281167,0.13,0.352,0.258,631.0,0.753,0.598,0.00531620698752,2.0909999999999997,1281167,0.06,0.25,0.215,656.0,0.634,0.477,0.0009752980499999999,1.6360000000000001,1281167,0.0,0.0,0.0,128.0,0.19523809523809524,0.11428571428571428,0.0,0.30952380952380953,1281167
robust_resnet50,"resnet50,rob-sup,in1k",TRADES_v2,supervised (robust),fully convolutional,medium,FFT (50 epochs),2820.0,0,0,56.0,72.0,46.0,0.060121346501631985,9.827396825396825,0.148,0.611,0.832,578.0,0.958,0.824,0.05939077229363199,3.3729999999999998,1281167,0.0,0.048,0.349,563.0,0.631,0.52,0.0,1.548,1281167,0.02,0.182,0.46,613.0,0.72,0.606,0.0007305742079999999,1.988,1281167,0.0,0.024,0.427,480.0,0.807,0.654,0.0,1.912,1281167,0.0,0.01,0.063,403.0,0.364,0.244,0.0,0.681,1281167,0.0,0.0,0.009523809523809525,183.0,0.18571428571428572,0.13015873015873017,0.0,0.3253968253968254,1281167
convnext_base.clip_laion2b_augreg_ft_in12k_in1k,"convnext_b,hybrid,laion2b-in12k-in1k",CLASSIC_AT,hybrid,fully convolutional,large,FFT (50 epochs),3228.0,0,0,42.0,43.0,47.0,0.4066249267176637,9.757952380952382,0.794,0.816,0.783,630.0,0.913,0.807,0.37378058163811206,4.113,2330281167,0.034,0.05,0.036,542.0,0.084,0.098,5.037984e-07,0.302,2330281167,0.009,0.009,0.009,280.0,0.009,0.009,5.904899999999997e-11,0.045,2330281167,0.173,0.209,0.152,560.0,0.418,0.316,0.0007259376840319998,1.268,2330281167,0.091,0.255,0.267,635.0,0.504,0.382,0.0011928524680800002,1.499,2330281167,0.41904761904761906,0.49523809523809526,0.4142857142857143,581.0,0.6428571428571429,0.5595238095238095,0.030925051069990682,2.530952380952381,2330281167
robust_vit_base_patch16_224,"vit_b,rob-sup,in1k",TRADES_v2,supervised (robust),fully attention,large,FFT (50 epochs),3077.0,0,0,44.0,39.0,48.0,0.4384026425321999,9.284619047619048,0.755,0.855,0.814,698.0,0.943,0.884,0.4380275524481999,4.251,1281167,0.021,0.191,0.222,680.0,0.516,0.47,0.00021594999384,1.42,1281167,0.036,0.12,0.054,550.0,0.471,0.4186666666666667,4.6000949759999996e-05,1.0996666666666668,1281167,0.008,0.112,0.063,472.0,0.602,0.469,1.5937415424e-05,1.254,1281167,0.037,0.136,0.129,590.0,0.423,0.354,9.720172497599999e-05,1.0790000000000002,1281167,0.0,0.0,0.0,87.0,0.10714285714285714,0.07380952380952381,0.0,0.18095238095238095,1281167
vit_base_patch16_224.augreg_in21k,"vit_b,sup,in22k",TRADES_v2,supervised,fully attention,large,FFT (50 epochs),2966.0,0,0,49.0,46.0,49.0,0.3143622479877346,9.20452380952381,0.733,0.802,0.737,588.0,0.894,0.81,0.31373889922188003,3.976,14197122,0.004,0.016,0.011,452.0,0.178,0.154,1.9298047999999997e-08,0.363,14197122,0.005,0.255,0.202,612.0,0.811,0.73,0.00015247732650000003,2.003,14197122,0.003,0.014,0.009,311.0,0.181,0.14,9.57852e-09,0.34700000000000003,14197122,0.007,0.081,0.093,517.0,0.404,0.321,6.838367004000001e-06,0.9059999999999999,14197122,0.02857142857142857,0.23809523809523808,0.22857142857142856,486.0,0.6666666666666666,0.44761904761904764,0.00046400419578262135,1.6095238095238094,14197122
vit_small_patch16_224.augreg_in1k,"vit_s,sup,in1k",TRADES_v2,supervised,fully attention,medium,FFT (50 epochs),2466.0,0,0,70.0,49.0,50.0,0.3029805467696951,9.144730158730159,0.682,0.711,0.6026666666666667,509.0,0.872,0.772,0.19672743616204802,3.639666666666667,1281167,0.006,0.007,0.007,320.0,0.035,0.030666666666666665,3.1556000000000005e-10,0.08566666666666667,1281167,0.0,0.0,0.0,174.0,0.25866666666666666,0.16666666666666666,0.0,0.42533333333333334,1281167,0.028,0.193,0.151,539.0,0.703,0.56,0.00032124445472000003,1.635,1281167,0.005333333333333333,0.007,0.007,309.0,0.042,0.039,4.2806400000000005e-10,0.10033333333333333,1281167,0.5301587301587302,0.669047619047619,0.5,615.0,0.8833333333333333,0.6761904761904762,0.10593186540930305,3.2587301587301587,1281167
regnetx_004.pycls_in1k,"regnetx_004,sup,in1k",TRADES_v2,supervised,fully convolutional,small,FFT (50 epochs),2155.0,0,0,80.0,73.0,51.0,0.05730809488536,9.000444444444444,0.536,0.468,0.379,424.0,0.849,0.71,0.05730808438368,2.942,1281167,0.004,0.0,0.0,314.0,0.427,0.32133333333333336,0.0,0.7523333333333333,1281167,0.024,0.0,0.0,350.0,0.737,0.55,0.0,1.311,1281167,0.003,0.0,0.0,265.0,0.759,0.513,0.0,1.275,1281167,0.007,0.007,0.001,397.0,0.564,0.38,1.050168e-08,0.959,1281167,0.1619047619047619,0.011904761904761904,0.0,405.0,0.9238095238095239,0.6634920634920635,0.0,1.761111111111111,1281167
convnext_tiny.fb_in22k_ft_in1k,"convnext_t,sup,in22k-in1k",CLASSIC_AT,supervised (multistep),fully convolutional,medium,FFT (50 epochs),2748.0,0,0,58.0,19.0,52.0,0.7123415839362048,8.96915873015873,0.8,0.8293333333333334,0.7653333333333333,632.0,0.9053333333333333,0.812,0.3732796183589926,4.112,15478289,0.023,0.036,0.032,516.0,0.074,0.067,1.31367168e-07,0.23199999999999998,15478289,0.0,0.0,0.0,68.0,0.011,0.013,0.0,0.024,15478289,0.024,0.008,0.001,290.0,0.06,0.047,5.4144e-10,0.14,15478289,0.05733333333333333,0.075,0.062,534.0,0.122,0.098,3.1874696e-06,0.41433333333333333,15478289,0.7396825396825397,0.8357142857142857,0.7285714285714285,708.0,0.9523809523809523,0.7904761904761904,0.33905864619900433,4.046825396825397,15478289
resnet50.a1_in1k,"resnet50,sup,in1k",TRADES_v2,supervised,fully convolutional,medium,FFT (50 epochs),2007.0,0,0,83.0,81.0,53.0,0.029563295770624,8.874571428571429,0.6213333333333333,0.4106666666666667,0.171,445.0,0.901,0.752,0.029563295770624,2.856,1281167,0.001,0.0,0.0,310.0,0.49,0.428,0.0,0.919,1281167,0.001,0.0,0.0,303.0,0.756,0.5586666666666666,0.0,1.3156666666666665,1281167,0.022,0.0,0.0,376.0,0.897,0.708,0.0,1.627,1281167,0.017,0.0,0.0,366.0,0.612,0.416,0.0,1.045,1281167,0.0,0.0,0.0,207.0,0.6404761904761904,0.4714285714285714,0.0,1.111904761904762,1281167
mobilenetv3_large_100.ra_in1k,"mobilenet_v3,sup,in1k",TRADES_v2,supervised,fully convolutional,small,FFT (50 epochs),2288.0,0,0,76.0,78.0,54.0,0.038294192886143996,8.869428571428571,0.652,0.481,0.206,425.0,0.848,0.699,0.038294192886143996,2.886,1281167,0.008,0.0,0.0,313.0,0.332,0.277,0.0,0.617,1281167,0.044,0.0,0.0,373.0,0.767,0.588,0.0,1.399,1281167,0.028,0.0,0.0,334.0,0.816,0.527,0.0,1.371,1281167,0.053,0.008,0.0,407.0,0.486,0.328,0.0,0.875,1281167,0.21904761904761905,0.023809523809523808,0.0,436.0,0.9619047619047619,0.5166666666666667,0.0,1.7214285714285715,1281167
mobilenetv3_large_100.ra_in1k,"mobilenet_v3,sup,in1k",CLASSIC_AT,supervised,fully convolutional,small,FFT (50 epochs),2826.0,0,0,54.0,66.0,55.0,0.14110662738910348,8.747539682539681,0.724,0.646,0.48,476.0,0.867,0.72,0.14014058158079998,3.4369999999999994,1281167,0.02666666666666667,0.011,0.004,490.0,0.22,0.21,5.4208000000000005e-08,0.4716666666666667,1281167,0.077,0.0,0.0,353.0,0.569,0.42,0.0,1.0659999999999998,1281167,0.102,0.028,0.003,441.0,0.498,0.373,1.591540272e-06,1.004,1281167,0.076,0.058,0.023,556.0,0.382,0.264,1.0224373632e-05,0.803,1281167,0.43333333333333335,0.17857142857142858,0.030952380952380953,510.0,0.8595238095238096,0.4634920634920635,0.0009541756863995285,1.965873015873016,1281167
vit_base_patch16_224.augreg_in21k,"vit_b,sup,in22k",CLASSIC_AT,supervised,fully attention,large,FFT (50 epochs),3074.0,0,0,45.0,55.0,56.0,0.2687410419170838,8.744079365079365,0.6586666666666666,0.7093333333333334,0.6426666666666667,491.0,0.844,0.75,0.1900664833137778,3.6046666666666667,14197122,0.013333333333333334,0.023,0.03,510.0,0.114,0.088,9.22944e-08,0.2683333333333333,14197122,0.058,0.158,0.158,560.0,0.356,0.278,0.000143296954816,1.008,14197122,0.061,0.076,0.044,476.0,0.152,0.125,3.875696e-06,0.458,14197122,0.006,0.016,0.02666666666666667,432.0,0.13333333333333333,0.108,3.6864000000000005e-08,0.29,14197122,0.38095238095238093,0.6698412698412698,0.530952380952381,605.0,0.8571428571428571,0.6761904761904762,0.07852725679409005,3.1150793650793647,14197122
vit_small_patch16_224.augreg_in21k_ft_in1k,"vit_s,sup,ink22k-in1k",TRADES_v2,supervised (multistep),fully attention,medium,FFT (50 epochs),2659.0,0,0,66.0,60.0,57.0,0.21029738432016695,8.685698412698413,0.702,0.712,0.65,505.0,0.848,0.753,0.20745375056639997,3.665,15478289,0.008,0.092,0.113,589.0,0.467,0.4093333333333333,1.5898283989333334e-05,1.0893333333333333,15478289,0.04666666666666667,0.128,0.03,571.0,0.627,0.526,5.910051840000001e-05,1.3576666666666668,15478289,0.0,0.0,0.0,181.0,0.449,0.325,0.0,0.774,15478289,0.003,0.008,0.005333333333333333,296.0,0.052,0.052,3.4611199999999997e-10,0.12033333333333332,15478289,0.25476190476190474,0.2785714285714286,0.17777777777777778,517.0,0.6063492063492063,0.3619047619047619,0.0027686346052656382,1.6793650793650794,15478289
vit_base_patch16_clip_224.laion2b,"vit_b,clip,laion2b",CLASSIC_AT,self-supervised (multimodal),fully attention,large,FFT (50 epochs),2899.0,0,0,53.0,52.0,58.0,0.28955613604613717,8.554015873015873,0.609,0.652,0.6,442.0,0.782,0.669,0.12463758044640003,3.3120000000000003,2320000000,0.008,0.018,0.024,440.0,0.06,0.05466666666666667,1.1335679999999999e-08,0.16466666666666666,2320000000,0.052,0.163,0.17466666666666666,572.0,0.38,0.326,0.00018340120170666667,1.0956666666666668,2320000000,0.023,0.038,0.034666666666666665,394.0,0.08933333333333333,0.072,1.9488102399999996e-07,0.257,2320000000,0.006,0.016,0.024,405.0,0.079,0.06,1.092096e-08,0.185,2320000000,0.6523809523809524,0.680952380952381,0.5555555555555556,646.0,0.9428571428571428,0.707936507936508,0.1647349372603665,3.53968253968254,2320000000
deit_small_patch16_224.fb_in1k,"deit_s,sup,in1k",CLASSIC_AT,supervised,fully attention,medium,FFT (50 epochs),2979.0,0,0,47.0,57.0,59.0,0.2561185619768929,8.404936507936508,0.21333333333333335,0.229,0.187,288.0,0.261,0.21733333333333332,0.0005182062617600001,1.1076666666666668,1281167,0.0,0.03,0.104,472.0,0.357,0.301,0.0,0.792,1281167,0.032,0.10133333333333333,0.118,515.0,0.261,0.19866666666666666,1.9840372736e-05,0.711,1281167,0.105,0.288,0.215,597.0,0.7,0.553,0.0025167693599999997,1.8609999999999998,1281167,0.016,0.019,0.014,421.0,0.022,0.021,1.9662720000000003e-09,0.092,1281167,0.7,0.7936507936507936,0.6023809523809524,686.0,0.9452380952380952,0.8,0.2530637440161249,3.841269841269841,1281167
eva02_tiny_patch14_224.mim_in22k,"eva02_b,mim,ink22k",TRADES_v2,self-supervised,fully attention,medium,FFT (50 epochs),2668.0,0,0,63.0,58.0,60.0,0.239198349526556,8.368904761904762,0.722,0.756,0.678,518.0,0.864,0.748,0.23916852617011197,3.768,14197122,0.005,0.02,0.04,526.0,0.397,0.308,4.89104e-07,0.77,14197122,0.056,0.079,0.067,509.0,0.229,0.192,1.3032466944000001e-05,0.623,14197122,0.01,0.007,0.003,423.0,0.819,0.63,1.083537e-07,1.4689999999999999,14197122,0.007,0.117,0.116,535.0,0.487,0.35,1.6193431799999997e-05,1.077,14197122,0.0,0.0,0.0,157.0,0.42142857142857143,0.24047619047619048,0.0,0.6619047619047619,14197122
vit_small_patch16_224.augreg_in21k,"vit_s,sup,in22k",TRADES_v2,supervised,fully attention,medium,FFT (50 epochs),2442.0,0,0,72.0,94.0,61.0,0.0029299282214288345,8.256285714285713,0.044,0.0,0.002,212.0,0.83,0.682,0.0,1.558,14197122,0.010666666666666666,0.097,0.12,619.0,0.455,0.394,2.22581632e-05,1.0766666666666667,14197122,0.0,0.0,0.0,266.0,0.804,0.584,0.0,1.388,14197122,0.0,0.0,0.0,253.0,0.776,0.64,0.0,1.416,14197122,0.009333333333333334,0.128,0.132,577.0,0.5093333333333333,0.408,3.2770490367999996e-05,1.1866666666666665,14197122,0.2357142857142857,0.29523809523809524,0.22380952380952382,515.0,0.5238095238095238,0.3523809523809524,0.0028748995678608345,1.6309523809523812,14197122
